"Step","Group: 14_09_fixed_beta0.5against_0829_baseline - Training/E","Group: 14_09_fixed_beta0.5against_0829_baseline - Training/E__MIN","Group: 14_09_fixed_beta0.5against_0829_baseline - Training/E__MAX","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Training/E","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Training/E__MIN","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Training/E__MAX","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Training/E","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Training/E__MIN","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Training/E__MAX","Group: 10_09_continue0909 - Training/E","Group: 10_09_continue0909 - Training/E__MIN","Group: 10_09_continue0909 - Training/E__MAX"
"93","-2.1771979331970215","-2.1771979331970215","-2.1771979331970215","-1.6591215133666992","-1.6591215133666992","-1.6591215133666992","-1.5890042781829834","-1.5890042781829834","-1.5890042781829834","-1.607987642288208","-1.607987642288208","-1.607987642288208"
"94","-1.9011768102645874","-1.9011768102645874","-1.9011768102645874","-1.802852749824524","-1.802852749824524","-1.802852749824524","-1.2123126983642578","-1.2123126983642578","-1.2123126983642578","-1.0037777423858643","-1.0037777423858643","-1.0037777423858643"
"95","-1.2622960805892944","-1.2622960805892944","-1.2622960805892944","-1.440536379814148","-1.440536379814148","-1.440536379814148","-0.9116605520248413","-0.9116605520248413","-0.9116605520248413","-1.6415927410125732","-1.6415927410125732","-1.6415927410125732"
"96","-1.493912935256958","-1.493912935256958","-1.493912935256958","-1.5653330087661743","-1.5653330087661743","-1.5653330087661743","-1.6613656282424927","-1.6613656282424927","-1.6613656282424927","-1.746127724647522","-1.746127724647522","-1.746127724647522"
"97","-1.4159938097000122","-1.4159938097000122","-1.4159938097000122","-1.9839577674865723","-1.9839577674865723","-1.9839577674865723","-1.4373416900634766","-1.4373416900634766","-1.4373416900634766","-1.6615806818008423","-1.6615806818008423","-1.6615806818008423"
"98","-1.6511249542236328","-1.6511249542236328","-1.6511249542236328","-1.666514277458191","-1.666514277458191","-1.666514277458191","-1.543763518333435","-1.543763518333435","-1.543763518333435","-1.4067473411560059","-1.4067473411560059","-1.4067473411560059"
"99","-1.3200558423995972","-1.3200558423995972","-1.3200558423995972","-1.3989006280899048","-1.3989006280899048","-1.3989006280899048","-1.2306575775146484","-1.2306575775146484","-1.2306575775146484","-1.3047752380371094","-1.3047752380371094","-1.3047752380371094"
"100","-1.6447913646697998","-1.6447913646697998","-1.6447913646697998","-1.7914323806762695","-1.7914323806762695","-1.7914323806762695","-1.723578929901123","-1.723578929901123","-1.723578929901123","-1.5249978303909302","-1.5249978303909302","-1.5249978303909302"
"101","","","","","","","","","","-1.7500489950180054","-1.7500489950180054","-1.7500489950180054"
"102","","","","","","","","","","-2.3170883655548096","-2.3170883655548096","-2.3170883655548096"
"103","","","","","","","","","","-2.2603085041046143","-2.2603085041046143","-2.2603085041046143"
"104","","","","","","","","","","-2.193894624710083","-2.193894624710083","-2.193894624710083"
"105","","","","","","","","","","-2.4344122409820557","-2.4344122409820557","-2.4344122409820557"
"106","","","","","","","","","","-1.8654601573944092","-1.8654601573944092","-1.8654601573944092"
"107","","","","","","","","","","-1.387174367904663","-1.387174367904663","-1.387174367904663"
"108","","","","","","","","","","-1.910764455795288","-1.910764455795288","-1.910764455795288"
"109","","","","","","","","","","-1.7556785345077515","-1.7556785345077515","-1.7556785345077515"
"110","","","","","","","","","","-2.0223469734191895","-2.0223469734191895","-2.0223469734191895"
"111","","","","","","","","","","-1.8416560888290405","-1.8416560888290405","-1.8416560888290405"
"112","","","","","","","","","","-1.7680914402008057","-1.7680914402008057","-1.7680914402008057"
"113","","","","","","","","","","-1.6048474311828613","-1.6048474311828613","-1.6048474311828613"
"114","","","","","","","","","","-1.6753332614898682","-1.6753332614898682","-1.6753332614898682"
"115","","","","","","","","","","-1.8945233821868896","-1.8945233821868896","-1.8945233821868896"
"116","","","","","","","","","","-1.350398063659668","-1.350398063659668","-1.350398063659668"
"117","","","","","","","","","","-1.5993452072143555","-1.5993452072143555","-1.5993452072143555"
"118","","","","","","","","","","-1.6803029775619507","-1.6803029775619507","-1.6803029775619507"
"119","","","","","","","","","","-1.6274446249008179","-1.6274446249008179","-1.6274446249008179"
"120","","","","","","","","","","-1.69221830368042","-1.69221830368042","-1.69221830368042"
"121","","","","","","","","","","-1.6079176664352417","-1.6079176664352417","-1.6079176664352417"
"122","","","","","","","","","","-1.864863634109497","-1.864863634109497","-1.864863634109497"
"123","","","","","","","","","","-1.8462384939193726","-1.8462384939193726","-1.8462384939193726"
"124","","","","","","","","","","-1.3773750066757202","-1.3773750066757202","-1.3773750066757202"
"125","","","","","","","","","","-1.4563812017440796","-1.4563812017440796","-1.4563812017440796"
"126","","","","","","","","","","-1.65478515625","-1.65478515625","-1.65478515625"
"127","","","","","","","","","","-1.334799885749817","-1.334799885749817","-1.334799885749817"
"128","","","","","","","","","","-1.758004903793335","-1.758004903793335","-1.758004903793335"
"129","","","","","","","","","","-1.3644894361495972","-1.3644894361495972","-1.3644894361495972"
"130","","","","","","","","","","-1.737290859222412","-1.737290859222412","-1.737290859222412"
"131","","","","","","","","","","-1.7603529691696167","-1.7603529691696167","-1.7603529691696167"
"132","","","","","","","","","","-1.6651250123977661","-1.6651250123977661","-1.6651250123977661"
"133","","","","","","","","","","-1.8778609037399292","-1.8778609037399292","-1.8778609037399292"
"134","","","","","","","","","","-1.6106878519058228","-1.6106878519058228","-1.6106878519058228"
"135","","","","","","","","","","-1.5070279836654663","-1.5070279836654663","-1.5070279836654663"
"136","","","","","","","","","","-1.2501792907714844","-1.2501792907714844","-1.2501792907714844"
"137","","","","","","","","","","-2.1044058799743652","-2.1044058799743652","-2.1044058799743652"
"138","","","","","","","","","","-1.6663904190063477","-1.6663904190063477","-1.6663904190063477"
"139","","","","","","","","","","-1.3012733459472656","-1.3012733459472656","-1.3012733459472656"
"140","","","","","","","","","","-1.341506004333496","-1.341506004333496","-1.341506004333496"
"141","","","","","","","","","","-2.1373207569122314","-2.1373207569122314","-2.1373207569122314"
"142","","","","","","","","","","-1.7433788776397705","-1.7433788776397705","-1.7433788776397705"
"143","","","","","","","","","","-1.3889325857162476","-1.3889325857162476","-1.3889325857162476"
"144","","","","","","","","","","-1.5409518480300903","-1.5409518480300903","-1.5409518480300903"
"145","","","","","","","","","","-1.8524363040924072","-1.8524363040924072","-1.8524363040924072"
"146","","","","","","","","","","-1.7167222499847412","-1.7167222499847412","-1.7167222499847412"
"147","","","","","","","","","","-1.4476162195205688","-1.4476162195205688","-1.4476162195205688"
"148","","","","","","","","","","-1.4583123922348022","-1.4583123922348022","-1.4583123922348022"
"149","","","","","","","","","","-1.9237247705459595","-1.9237247705459595","-1.9237247705459595"
"150","","","","","","","","","","-1.4092503786087036","-1.4092503786087036","-1.4092503786087036"
"151","","","","","","","","","","-1.5786405801773071","-1.5786405801773071","-1.5786405801773071"
"152","","","","","","","","","","-1.542598843574524","-1.542598843574524","-1.542598843574524"
"153","","","","","","","","","","-1.750923991203308","-1.750923991203308","-1.750923991203308"
"154","","","","","","","","","","-1.5284149646759033","-1.5284149646759033","-1.5284149646759033"
"155","","","","","","","","","","-1.848394751548767","-1.848394751548767","-1.848394751548767"
"156","","","","","","","","","","-1.7397785186767578","-1.7397785186767578","-1.7397785186767578"
"157","","","","","","","","","","-1.5254443883895874","-1.5254443883895874","-1.5254443883895874"
"158","","","","","","","","","","-1.71456778049469","-1.71456778049469","-1.71456778049469"
"159","","","","","","","","","","-1.786203145980835","-1.786203145980835","-1.786203145980835"
"160","","","","","","","","","","-1.8118655681610107","-1.8118655681610107","-1.8118655681610107"
"161","","","","","","","","","","-1.9529316425323486","-1.9529316425323486","-1.9529316425323486"
"162","","","","","","","","","","-1.5763694047927856","-1.5763694047927856","-1.5763694047927856"
"163","","","","","","","","","","-1.6223782300949097","-1.6223782300949097","-1.6223782300949097"
"164","","","","","","","","","","-1.5970689058303833","-1.5970689058303833","-1.5970689058303833"
"165","","","","","","","","","","-1.6348042488098145","-1.6348042488098145","-1.6348042488098145"
"166","","","","","","","","","","-1.6265417337417603","-1.6265417337417603","-1.6265417337417603"
"167","","","","","","","","","","-1.4826338291168213","-1.4826338291168213","-1.4826338291168213"
"168","","","","","","","","","","-1.3711365461349487","-1.3711365461349487","-1.3711365461349487"
"169","","","","","","","","","","-1.9139732122421265","-1.9139732122421265","-1.9139732122421265"
"170","","","","","","","","","","-1.7500909566879272","-1.7500909566879272","-1.7500909566879272"
"171","","","","","","","","","","-1.88089919090271","-1.88089919090271","-1.88089919090271"
"172","","","","","","","","","","-1.6365855932235718","-1.6365855932235718","-1.6365855932235718"
"173","","","","","","","","","","-1.8527082204818726","-1.8527082204818726","-1.8527082204818726"
"174","","","","","","","","","","-1.607224464416504","-1.607224464416504","-1.607224464416504"
"175","","","","","","","","","","-1.70713472366333","-1.70713472366333","-1.70713472366333"
"176","","","","","","","","","","-1.9667564630508423","-1.9667564630508423","-1.9667564630508423"
"177","","","","","","","","","","-1.6730519533157349","-1.6730519533157349","-1.6730519533157349"
"178","","","","","","","","","","-1.6790406703948975","-1.6790406703948975","-1.6790406703948975"
"179","","","","","","","","","","-1.650997519493103","-1.650997519493103","-1.650997519493103"
"180","","","","","","","","","","-1.4529035091400146","-1.4529035091400146","-1.4529035091400146"
"181","","","","","","","","","","-1.8774433135986328","-1.8774433135986328","-1.8774433135986328"
"182","","","","","","","","","","-1.8584905862808228","-1.8584905862808228","-1.8584905862808228"
"183","","","","","","","","","","-1.7658441066741943","-1.7658441066741943","-1.7658441066741943"
"184","","","","","","","","","","-1.5699492692947388","-1.5699492692947388","-1.5699492692947388"
"185","","","","","","","","","","-1.8400838375091553","-1.8400838375091553","-1.8400838375091553"
"186","","","","","","","","","","-1.6203631162643433","-1.6203631162643433","-1.6203631162643433"
"187","","","","","","","","","","-1.9704917669296265","-1.9704917669296265","-1.9704917669296265"
"188","","","","","","","","","","-1.5762277841567993","-1.5762277841567993","-1.5762277841567993"
"189","","","","","","","","","","-2.226918935775757","-2.226918935775757","-2.226918935775757"
"190","","","","","","","","","","-1.6075308322906494","-1.6075308322906494","-1.6075308322906494"
"191","","","","","","","","","","-2.0532331466674805","-2.0532331466674805","-2.0532331466674805"
"192","","","","","","","","","","-1.5801030397415161","-1.5801030397415161","-1.5801030397415161"
"193","","","","","","","","","","-1.5909775495529175","-1.5909775495529175","-1.5909775495529175"
"194","","","","","","","","","","-2.067491292953491","-2.067491292953491","-2.067491292953491"
"195","","","","","","","","","","-1.9626036882400513","-1.9626036882400513","-1.9626036882400513"
"196","","","","","","","","","","-1.8916935920715332","-1.8916935920715332","-1.8916935920715332"
"197","","","","","","","","","","-1.8162018060684204","-1.8162018060684204","-1.8162018060684204"
"198","","","","","","","","","","-1.7404155731201172","-1.7404155731201172","-1.7404155731201172"
"199","","","","","","","","","","-1.8309004306793213","-1.8309004306793213","-1.8309004306793213"
"200","","","","","","","","","","-1.7465441226959229","-1.7465441226959229","-1.7465441226959229"
