"Step","Group: 14_09_fixed_beta0.5against_0829_baseline - Reward/J","Group: 14_09_fixed_beta0.5against_0829_baseline - Reward/J__MIN","Group: 14_09_fixed_beta0.5against_0829_baseline - Reward/J__MAX","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Reward/J","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Reward/J__MIN","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Reward/J__MAX","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Reward/J","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Reward/J__MIN","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Reward/J__MAX","Group: 10_09_continue0909 - Reward/J","Group: 10_09_continue0909 - Reward/J__MIN","Group: 10_09_continue0909 - Reward/J__MAX"
"19","36.335097975260915","36.335097975260915","36.335097975260915","7.8329167233462575","7.8329167233462575","7.8329167233462575","23.047834931327667","23.047834931327667","23.047834931327667","17.538778346230778","17.538778346230778","17.538778346230778"
"20","22.56672913635742","22.56672913635742","22.56672913635742","-11.1494928134253","-11.1494928134253","-11.1494928134253","18.62584557334265","18.62584557334265","18.62584557334265","5.397689661060504","5.397689661060504","5.397689661060504"
"21","24.14422384959962","24.14422384959962","24.14422384959962","-22.742427794673333","-22.742427794673333","-22.742427794673333","22.783948129939485","22.783948129939485","22.783948129939485","18.31398538629687","18.31398538629687","18.31398538629687"
"22","30.054953789377585","30.054953789377585","30.054953789377585","-11.208559838741994","-11.208559838741994","-11.208559838741994","21.800466549003602","21.800466549003602","21.800466549003602","14.846029256480165","14.846029256480165","14.846029256480165"
"23","33.12841271041556","33.12841271041556","33.12841271041556","-8.748643272448472","-8.748643272448472","-8.748643272448472","34.02764332029542","34.02764332029542","34.02764332029542","27.952998295466916","27.952998295466916","27.952998295466916"
"24","29.238100402970318","29.238100402970318","29.238100402970318","-10.749063609819608","-10.749063609819608","-10.749063609819608","33.35439477632617","33.35439477632617","33.35439477632617","-5.7212213679186545","-5.7212213679186545","-5.7212213679186545"
"25","37.27053438329035","37.27053438329035","37.27053438329035","-11.504137833509333","-11.504137833509333","-11.504137833509333","27.430711396483918","27.430711396483918","27.430711396483918","4.265455279525948","4.265455279525948","4.265455279525948"
"26","35.615394730742224","35.615394730742224","35.615394730742224","5.847179467216885","5.847179467216885","5.847179467216885","31.034115683718195","31.034115683718195","31.034115683718195","24.31735923478654","24.31735923478654","24.31735923478654"
"27","20.667579343696026","20.667579343696026","20.667579343696026","-0.40055895920016305","-0.40055895920016305","-0.40055895920016305","24.80335238721109","24.80335238721109","24.80335238721109","27.03863065758558","27.03863065758558","27.03863065758558"
"28","19.70851181933161","19.70851181933161","19.70851181933161","8.834139577024839","8.834139577024839","8.834139577024839","46.50746770253854","46.50746770253854","46.50746770253854","25.92736909084803","25.92736909084803","25.92736909084803"
"29","30.4863657711895","30.4863657711895","30.4863657711895","-13.141581960938062","-13.141581960938062","-13.141581960938062","30.130785533533594","30.130785533533594","30.130785533533594","37.48786407193952","37.48786407193952","37.48786407193952"
"30","57.49557017118835","57.49557017118835","57.49557017118835","3.991215586270909","3.991215586270909","3.991215586270909","37.73865676057947","37.73865676057947","37.73865676057947","5.368634006509292","5.368634006509292","5.368634006509292"
"31","32.65255199032052","32.65255199032052","32.65255199032052","-5.775782053737786","-5.775782053737786","-5.775782053737786","33.20908095218828","33.20908095218828","33.20908095218828","19.007679695058762","19.007679695058762","19.007679695058762"
"32","29.57924155561659","29.57924155561659","29.57924155561659","-6.63329694023024","-6.63329694023024","-6.63329694023024","20.291492359906027","20.291492359906027","20.291492359906027","24.632634093282014","24.632634093282014","24.632634093282014"
"33","44.845322750577296","44.845322750577296","44.845322750577296","3.9043343224623155","3.9043343224623155","3.9043343224623155","40.15327547981408","40.15327547981408","40.15327547981408","38.791695123940286","38.791695123940286","38.791695123940286"
"34","45.41213065163808","45.41213065163808","45.41213065163808","0.005135689121271033","0.005135689121271033","0.005135689121271033","58.691169268608334","58.691169268608334","58.691169268608334","15.429658258451072","15.429658258451072","15.429658258451072"
"35","51.351341666262975","51.351341666262975","51.351341666262975","2.2422417020037395","2.2422417020037395","2.2422417020037395","32.38956768552629","32.38956768552629","32.38956768552629","27.435384183667676","27.435384183667676","27.435384183667676"
"36","46.786314064825746","46.786314064825746","46.786314064825746","9.790558622564332","9.790558622564332","9.790558622564332","53.80733413582898","53.80733413582898","53.80733413582898","19.94470880053839","19.94470880053839","19.94470880053839"
"37","61.49401973969399","61.49401973969399","61.49401973969399","10.980698525206133","10.980698525206133","10.980698525206133","46.919458932692024","46.919458932692024","46.919458932692024","15.226004070403999","15.226004070403999","15.226004070403999"
"38","53.06210969517849","53.06210969517849","53.06210969517849","10.35069004014911","10.35069004014911","10.35069004014911","43.60524377840815","43.60524377840815","43.60524377840815","20.41291115691943","20.41291115691943","20.41291115691943"
"39","43.73901612523423","43.73901612523423","43.73901612523423","-14.348072193700867","-14.348072193700867","-14.348072193700867","20.591371967629502","20.591371967629502","20.591371967629502","30.859591763541662","30.859591763541662","30.859591763541662"
"40","62.095005097821904","62.095005097821904","62.095005097821904","-7.762123971179041","-7.762123971179041","-7.762123971179041","38.670809909345884","38.670809909345884","38.670809909345884","7.800278717096396","7.800278717096396","7.800278717096396"
"41","57.17964958630864","57.17964958630864","57.17964958630864","-9.876336411442823","-9.876336411442823","-9.876336411442823","28.08272391150107","28.08272391150107","28.08272391150107","3.9607405247714293","3.9607405247714293","3.9607405247714293"
"42","55.13056072701412","55.13056072701412","55.13056072701412","6.762907266486329","6.762907266486329","6.762907266486329","54.61445557544652","54.61445557544652","54.61445557544652","31.78040400587687","31.78040400587687","31.78040400587687"
"43","74.90958387687189","74.90958387687189","74.90958387687189","-5.0070622646789635","-5.0070622646789635","-5.0070622646789635","65.12886806571079","65.12886806571079","65.12886806571079","27.953355129833174","27.953355129833174","27.953355129833174"
"44","46.02586431422351","46.02586431422351","46.02586431422351","-10.108645744381738","-10.108645744381738","-10.108645744381738","49.19674547929495","49.19674547929495","49.19674547929495","24.21908313071266","24.21908313071266","24.21908313071266"
"45","69.82842427430764","69.82842427430764","69.82842427430764","-3.018798048970274","-3.018798048970274","-3.018798048970274","66.35894982744382","66.35894982744382","66.35894982744382","36.04556695987704","36.04556695987704","36.04556695987704"
"46","73.05320974949706","73.05320974949706","73.05320974949706","4.819282808341029","4.819282808341029","4.819282808341029","45.80467322934217","45.80467322934217","45.80467322934217","22.646488846952973","22.646488846952973","22.646488846952973"
"47","66.84409260367698","66.84409260367698","66.84409260367698","-1.062786680513736","-1.062786680513736","-1.062786680513736","46.984274832444136","46.984274832444136","46.984274832444136","31.047570334393352","31.047570334393352","31.047570334393352"
"48","48.939632929101315","48.939632929101315","48.939632929101315","12.330485273178843","12.330485273178843","12.330485273178843","29.40837293057813","29.40837293057813","29.40837293057813","34.611121815534034","34.611121815534034","34.611121815534034"
"49","51.26698141248772","51.26698141248772","51.26698141248772","-11.48537269119467","-11.48537269119467","-11.48537269119467","71.9506680817776","71.9506680817776","71.9506680817776","39.95359566762923","39.95359566762923","39.95359566762923"
"50","59.14635698357881","59.14635698357881","59.14635698357881","10.306244996309495","10.306244996309495","10.306244996309495","42.59789759630419","42.59789759630419","42.59789759630419","22.786744112369036","22.786744112369036","22.786744112369036"
"51","55.74706521972423","55.74706521972423","55.74706521972423","8.234214284993076","8.234214284993076","8.234214284993076","63.021338484747716","63.021338484747716","63.021338484747716","34.03675461663007","34.03675461663007","34.03675461663007"
"52","68.31176656189527","68.31176656189527","68.31176656189527","-5.367098913385848","-5.367098913385848","-5.367098913385848","43.65422952043123","43.65422952043123","43.65422952043123","33.04960119660706","33.04960119660706","33.04960119660706"
"53","64.47294407987124","64.47294407987124","64.47294407987124","18.634290028126706","18.634290028126706","18.634290028126706","47.27915222327792","47.27915222327792","47.27915222327792","38.4744390238805","38.4744390238805","38.4744390238805"
"54","64.21764696989186","64.21764696989186","64.21764696989186","24.75942516973289","24.75942516973289","24.75942516973289","62.421323391458834","62.421323391458834","62.421323391458834","50.3668954241806","50.3668954241806","50.3668954241806"
"55","85.68343096944307","85.68343096944307","85.68343096944307","13.33304232115024","13.33304232115024","13.33304232115024","55.95957956739154","55.95957956739154","55.95957956739154","34.129490618632424","34.129490618632424","34.129490618632424"
"56","86.6504546630088","86.6504546630088","86.6504546630088","20.61454669384071","20.61454669384071","20.61454669384071","53.020101468021345","53.020101468021345","53.020101468021345","48.09856179116341","48.09856179116341","48.09856179116341"
"57","64.12803639551507","64.12803639551507","64.12803639551507","-0.4860037420603245","-0.4860037420603245","-0.4860037420603245","61.515867913163504","61.515867913163504","61.515867913163504","32.21580114008054","32.21580114008054","32.21580114008054"
"58","42.81774531737253","42.81774531737253","42.81774531737253","0.9360121393715534","0.9360121393715534","0.9360121393715534","73.99191693163114","73.99191693163114","73.99191693163114","13.95845735237326","13.95845735237326","13.95845735237326"
"59","67.61874579965466","67.61874579965466","67.61874579965466","6.117660393112207","6.117660393112207","6.117660393112207","57.10440193676612","57.10440193676612","57.10440193676612","46.30546886731844","46.30546886731844","46.30546886731844"
"60","67.0452443748594","67.0452443748594","67.0452443748594","-6.343334075614867","-6.343334075614867","-6.343334075614867","66.13541149176781","66.13541149176781","66.13541149176781","58.47291695105766","58.47291695105766","58.47291695105766"
"61","63.40255619499629","63.40255619499629","63.40255619499629","10.931335715283783","10.931335715283783","10.931335715283783","65.94425268800946","65.94425268800946","65.94425268800946","48.045047136679294","48.045047136679294","48.045047136679294"
"62","55.66613237080727","55.66613237080727","55.66613237080727","12.974080274619862","12.974080274619862","12.974080274619862","44.34652463015848","44.34652463015848","44.34652463015848","47.18156288272307","47.18156288272307","47.18156288272307"
"63","71.89920348790938","71.89920348790938","71.89920348790938","17.07253841707532","17.07253841707532","17.07253841707532","60.12447869389374","60.12447869389374","60.12447869389374","47.897881992480116","47.897881992480116","47.897881992480116"
"64","88.59027030510887","88.59027030510887","88.59027030510887","5.610420210522316","5.610420210522316","5.610420210522316","58.46470643869505","58.46470643869505","58.46470643869505","54.43717353518095","54.43717353518095","54.43717353518095"
"65","64.5730683334293","64.5730683334293","64.5730683334293","16.12235385657653","16.12235385657653","16.12235385657653","65.27643404558397","65.27643404558397","65.27643404558397","33.90532106448696","33.90532106448696","33.90532106448696"
"66","68.56131400468816","68.56131400468816","68.56131400468816","8.956744605801058","8.956744605801058","8.956744605801058","55.1324034380014","55.1324034380014","55.1324034380014","48.444288359455705","48.444288359455705","48.444288359455705"
"67","60.374277686289375","60.374277686289375","60.374277686289375","29.02196555001263","29.02196555001263","29.02196555001263","64.4319309888608","64.4319309888608","64.4319309888608","42.21194363910119","42.21194363910119","42.21194363910119"
"68","49.718915230888946","49.718915230888946","49.718915230888946","13.3420399533235","13.3420399533235","13.3420399533235","42.285948494602096","42.285948494602096","42.285948494602096","51.745998236845224","51.745998236845224","51.745998236845224"
"69","37.89883917088383","37.89883917088383","37.89883917088383","16.416779820553852","16.416779820553852","16.416779820553852","65.25473331567623","65.25473331567623","65.25473331567623","43.57280963717139","43.57280963717139","43.57280963717139"
"70","74.60821915257627","74.60821915257627","74.60821915257627","6.673252691760504","6.673252691760504","6.673252691760504","65.22427882922626","65.22427882922626","65.22427882922626","57.96695357669258","57.96695357669258","57.96695357669258"
"71","61.2945837608939","61.2945837608939","61.2945837608939","15.01356510980285","15.01356510980285","15.01356510980285","59.08928772663902","59.08928772663902","59.08928772663902","47.00479391480611","47.00479391480611","47.00479391480611"
"72","52.2521432855774","52.2521432855774","52.2521432855774","5.186018112684432","5.186018112684432","5.186018112684432","61.34194697899853","61.34194697899853","61.34194697899853","58.738928759940755","58.738928759940755","58.738928759940755"
"73","71.50929442639314","71.50929442639314","71.50929442639314","18.51234634784259","18.51234634784259","18.51234634784259","80.93505844915856","80.93505844915856","80.93505844915856","63.98205385057852","63.98205385057852","63.98205385057852"
"74","72.37579239244161","72.37579239244161","72.37579239244161","19.356976581063716","19.356976581063716","19.356976581063716","71.48388862585628","71.48388862585628","71.48388862585628","54.33871983591959","54.33871983591959","54.33871983591959"
"75","61.34676913023673","61.34676913023673","61.34676913023673","16.643698702027173","16.643698702027173","16.643698702027173","57.01543141258218","57.01543141258218","57.01543141258218","58.002001450423535","58.002001450423535","58.002001450423535"
"76","83.5145446723","83.5145446723","83.5145446723","3.8995808974499493","3.8995808974499493","3.8995808974499493","102.69154037674014","102.69154037674014","102.69154037674014","58.21177526583659","58.21177526583659","58.21177526583659"
"77","82.98170943232383","82.98170943232383","82.98170943232383","17.536291592267535","17.536291592267535","17.536291592267535","81.93120996151461","81.93120996151461","81.93120996151461","71.48040839744657","71.48040839744657","71.48040839744657"
"78","93.4708988972473","93.4708988972473","93.4708988972473","19.168928196012438","19.168928196012438","19.168928196012438","44.876198132143855","44.876198132143855","44.876198132143855","98.49143639229732","98.49143639229732","98.49143639229732"
"79","79.65348403348689","79.65348403348689","79.65348403348689","12.6682067990706","12.6682067990706","12.6682067990706","70.59122183978405","70.59122183978405","70.59122183978405","43.662757188610726","43.662757188610726","43.662757188610726"
"80","74.61679212924184","74.61679212924184","74.61679212924184","18.100631271629364","18.100631271629364","18.100631271629364","57.54420841447363","57.54420841447363","57.54420841447363","57.440048073435634","57.440048073435634","57.440048073435634"
"81","73.16824353665439","73.16824353665439","73.16824353665439","24.361776591938256","24.361776591938256","24.361776591938256","92.74361677708133","92.74361677708133","92.74361677708133","60.5422732597933","60.5422732597933","60.5422732597933"
"82","70.98435030270089","70.98435030270089","70.98435030270089","19.97880308322295","19.97880308322295","19.97880308322295","63.47177179154492","63.47177179154492","63.47177179154492","81.43339022443018","81.43339022443018","81.43339022443018"
"83","71.0962352893514","71.0962352893514","71.0962352893514","3.349454513050733","3.349454513050733","3.349454513050733","81.62194503042001","81.62194503042001","81.62194503042001","77.29662958169166","77.29662958169166","77.29662958169166"
"84","75.40489967619024","75.40489967619024","75.40489967619024","2.3859037646943273","2.3859037646943273","2.3859037646943273","70.25133095461996","70.25133095461996","70.25133095461996","54.466290241790546","54.466290241790546","54.466290241790546"
"85","77.27495344620635","77.27495344620635","77.27495344620635","14.173170989522662","14.173170989522662","14.173170989522662","72.6991202055572","72.6991202055572","72.6991202055572","67.12077354475062","67.12077354475062","67.12077354475062"
"86","88.05747450812991","88.05747450812991","88.05747450812991","16.311580107332503","16.311580107332503","16.311580107332503","80.83973199250855","80.83973199250855","80.83973199250855","81.83013674929371","81.83013674929371","81.83013674929371"
"87","69.3741360687403","69.3741360687403","69.3741360687403","21.85734132076588","21.85734132076588","21.85734132076588","71.68987182048525","71.68987182048525","71.68987182048525","62.6462826629665","62.6462826629665","62.6462826629665"
"88","62.014653446177064","62.014653446177064","62.014653446177064","1.4322575656273422","1.4322575656273422","1.4322575656273422","72.73545756223596","72.73545756223596","72.73545756223596","69.35485294318711","69.35485294318711","69.35485294318711"
"89","67.28955017657597","67.28955017657597","67.28955017657597","19.35226133848264","19.35226133848264","19.35226133848264","78.01223573824046","78.01223573824046","78.01223573824046","73.01025476169767","73.01025476169767","73.01025476169767"
"90","59.34655302038049","59.34655302038049","59.34655302038049","18.390042600995198","18.390042600995198","18.390042600995198","65.46180499584848","65.46180499584848","65.46180499584848","99.94968742361074","99.94968742361074","99.94968742361074"
"91","70.15262432308525","70.15262432308525","70.15262432308525","11.55893462855707","11.55893462855707","11.55893462855707","114.71546818619481","114.71546818619481","114.71546818619481","55.67415852612909","55.67415852612909","55.67415852612909"
"92","77.93664723988186","77.93664723988186","77.93664723988186","7.36175339637848","7.36175339637848","7.36175339637848","75.14870160614497","75.14870160614497","75.14870160614497","69.36782339269976","69.36782339269976","69.36782339269976"
"93","100.14666092229238","100.14666092229238","100.14666092229238","15.255666450017953","15.255666450017953","15.255666450017953","78.11242553408374","78.11242553408374","78.11242553408374","68.08838864601393","68.08838864601393","68.08838864601393"
"94","88.57538326870991","88.57538326870991","88.57538326870991","20.59582400829816","20.59582400829816","20.59582400829816","69.75310523669751","69.75310523669751","69.75310523669751","66.4368517867325","66.4368517867325","66.4368517867325"
"95","78.64939454266145","78.64939454266145","78.64939454266145","3.984562762863546","3.984562762863546","3.984562762863546","79.84341982358632","79.84341982358632","79.84341982358632","73.68032362498255","73.68032362498255","73.68032362498255"
"96","98.00433090667575","98.00433090667575","98.00433090667575","14.96526395112056","14.96526395112056","14.96526395112056","96.09094877345198","96.09094877345198","96.09094877345198","81.45167063477653","81.45167063477653","81.45167063477653"
"97","51.749477264229405","51.749477264229405","51.749477264229405","36.56795972229562","36.56795972229562","36.56795972229562","76.88650003913523","76.88650003913523","76.88650003913523","78.20960417974747","78.20960417974747","78.20960417974747"
"98","85.45729792805139","85.45729792805139","85.45729792805139","27.484847913491674","27.484847913491674","27.484847913491674","60.49400048068715","60.49400048068715","60.49400048068715","59.47766017383793","59.47766017383793","59.47766017383793"
"99","68.0578024141043","68.0578024141043","68.0578024141043","16.683745630577693","16.683745630577693","16.683745630577693","63.998648663108156","63.998648663108156","63.998648663108156","65.44800587826876","65.44800587826876","65.44800587826876"
"100","78.38850627498604","78.38850627498604","78.38850627498604","27.4584113510135","27.4584113510135","27.4584113510135","121.5816280759437","121.5816280759437","121.5816280759437","74.06945947091722","74.06945947091722","74.06945947091722"
"101","","","","","","","","","","70.44577664490201","70.44577664490201","70.44577664490201"
"102","","","","","","","","","","51.9761583541552","51.9761583541552","51.9761583541552"
"103","","","","","","","","","","45.105573677406234","45.105573677406234","45.105573677406234"
"104","","","","","","","","","","54.72884069923981","54.72884069923981","54.72884069923981"
"105","","","","","","","","","","51.86320165762122","51.86320165762122","51.86320165762122"
"106","","","","","","","","","","72.33879626414401","72.33879626414401","72.33879626414401"
"107","","","","","","","","","","67.16467518502265","67.16467518502265","67.16467518502265"
"108","","","","","","","","","","63.87172479449364","63.87172479449364","63.87172479449364"
"109","","","","","","","","","","47.94630153706927","47.94630153706927","47.94630153706927"
"110","","","","","","","","","","65.93502173361642","65.93502173361642","65.93502173361642"
"111","","","","","","","","","","59.95644113584176","59.95644113584176","59.95644113584176"
"112","","","","","","","","","","50.25044216348098","50.25044216348098","50.25044216348098"
"113","","","","","","","","","","62.30333437347151","62.30333437347151","62.30333437347151"
"114","","","","","","","","","","58.27907723546837","58.27907723546837","58.27907723546837"
"115","","","","","","","","","","38.57129082157609","38.57129082157609","38.57129082157609"
"116","","","","","","","","","","41.4061687223219","41.4061687223219","41.4061687223219"
"117","","","","","","","","","","81.38303671076734","81.38303671076734","81.38303671076734"
"118","","","","","","","","","","69.37475302453608","69.37475302453608","69.37475302453608"
"119","","","","","","","","","","76.65883390437665","76.65883390437665","76.65883390437665"
"120","","","","","","","","","","44.81082020168701","44.81082020168701","44.81082020168701"
"121","","","","","","","","","","69.12045383115274","69.12045383115274","69.12045383115274"
"122","","","","","","","","","","63.717069151352426","63.717069151352426","63.717069151352426"
"123","","","","","","","","","","63.288450339970176","63.288450339970176","63.288450339970176"
"124","","","","","","","","","","53.31612836979275","53.31612836979275","53.31612836979275"
"125","","","","","","","","","","60.280261682362664","60.280261682362664","60.280261682362664"
"126","","","","","","","","","","76.35820439224291","76.35820439224291","76.35820439224291"
"127","","","","","","","","","","62.93019788441451","62.93019788441451","62.93019788441451"
"128","","","","","","","","","","55.0365935943407","55.0365935943407","55.0365935943407"
"129","","","","","","","","","","50.69217549397908","50.69217549397908","50.69217549397908"
"130","","","","","","","","","","75.91310744273758","75.91310744273758","75.91310744273758"
"131","","","","","","","","","","52.8890767193833","52.8890767193833","52.8890767193833"
"132","","","","","","","","","","62.650586540755164","62.650586540755164","62.650586540755164"
"133","","","","","","","","","","73.37024403586126","73.37024403586126","73.37024403586126"
"134","","","","","","","","","","61.98303928448589","61.98303928448589","61.98303928448589"
"135","","","","","","","","","","71.5570541117011","71.5570541117011","71.5570541117011"
"136","","","","","","","","","","59.22772885417901","59.22772885417901","59.22772885417901"
"137","","","","","","","","","","74.57905205074084","74.57905205074084","74.57905205074084"
"138","","","","","","","","","","71.44104856091784","71.44104856091784","71.44104856091784"
"139","","","","","","","","","","45.703475648821254","45.703475648821254","45.703475648821254"
"140","","","","","","","","","","68.82175780291769","68.82175780291769","68.82175780291769"
"141","","","","","","","","","","83.81770457821756","83.81770457821756","83.81770457821756"
"142","","","","","","","","","","63.82870366034299","63.82870366034299","63.82870366034299"
"143","","","","","","","","","","61.68547340659053","61.68547340659053","61.68547340659053"
"144","","","","","","","","","","59.179962938165154","59.179962938165154","59.179962938165154"
"145","","","","","","","","","","83.82915029874208","83.82915029874208","83.82915029874208"
"146","","","","","","","","","","81.76020248344346","81.76020248344346","81.76020248344346"
"147","","","","","","","","","","66.13598071847098","66.13598071847098","66.13598071847098"
"148","","","","","","","","","","69.09785682492016","69.09785682492016","69.09785682492016"
"149","","","","","","","","","","90.68525555162287","90.68525555162287","90.68525555162287"
"150","","","","","","","","","","63.55459222502075","63.55459222502075","63.55459222502075"
"151","","","","","","","","","","72.54075285614795","72.54075285614795","72.54075285614795"
"152","","","","","","","","","","70.32677605453404","70.32677605453404","70.32677605453404"
"153","","","","","","","","","","70.85262015613857","70.85262015613857","70.85262015613857"
"154","","","","","","","","","","65.66531450267959","65.66531450267959","65.66531450267959"
"155","","","","","","","","","","79.53901905623614","79.53901905623614","79.53901905623614"
"156","","","","","","","","","","89.03005601513307","89.03005601513307","89.03005601513307"
"157","","","","","","","","","","64.14420855497131","64.14420855497131","64.14420855497131"
"158","","","","","","","","","","86.8869338476474","86.8869338476474","86.8869338476474"
"159","","","","","","","","","","74.82786879309347","74.82786879309347","74.82786879309347"
"160","","","","","","","","","","89.75699723576442","89.75699723576442","89.75699723576442"
"161","","","","","","","","","","82.3421845111656","82.3421845111656","82.3421845111656"
"162","","","","","","","","","","78.67703261067962","78.67703261067962","78.67703261067962"
"163","","","","","","","","","","104.25583337982546","104.25583337982546","104.25583337982546"
"164","","","","","","","","","","87.07629423465477","87.07629423465477","87.07629423465477"
"165","","","","","","","","","","89.84972377180382","89.84972377180382","89.84972377180382"
"166","","","","","","","","","","95.01229213118451","95.01229213118451","95.01229213118451"
"167","","","","","","","","","","78.0881896906963","78.0881896906963","78.0881896906963"
"168","","","","","","","","","","63.754013718660325","63.754013718660325","63.754013718660325"
"169","","","","","","","","","","106.64655849400148","106.64655849400148","106.64655849400148"
"170","","","","","","","","","","64.9449530503974","64.9449530503974","64.9449530503974"
"171","","","","","","","","","","97.34230911870682","97.34230911870682","97.34230911870682"
"172","","","","","","","","","","102.83936157418917","102.83936157418917","102.83936157418917"
