"Step","Group: 14_09_fixed_beta0.5against_0829_baseline - Reward/J","Group: 14_09_fixed_beta0.5against_0829_baseline - Reward/J__MIN","Group: 14_09_fixed_beta0.5against_0829_baseline - Reward/J__MAX","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Reward/J","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Reward/J__MIN","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Reward/J__MAX","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Reward/J","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Reward/J__MIN","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Reward/J__MAX","Group: 10_09_continue0909 - Reward/J","Group: 10_09_continue0909 - Reward/J__MIN","Group: 10_09_continue0909 - Reward/J__MAX"
"173","","","","","","","","","","89.78608543410527","89.78608543410527","89.78608543410527"
"174","","","","","","","","","","98.92690365711016","98.92690365711016","98.92690365711016"
"175","","","","","","","","","","69.09611847184767","69.09611847184767","69.09611847184767"
"176","","","","","","","","","","84.62865615794647","84.62865615794647","84.62865615794647"
"177","","","","","","","","","","108.39534932050847","108.39534932050847","108.39534932050847"
"178","","","","","","","","","","89.48091306031671","89.48091306031671","89.48091306031671"
"179","","","","","","","","","","81.67749991404159","81.67749991404159","81.67749991404159"
"180","","","","","","","","","","85.95642881858495","85.95642881858495","85.95642881858495"
"181","","","","","","","","","","89.72698017157774","89.72698017157774","89.72698017157774"
"182","","","","","","","","","","101.8342771312734","101.8342771312734","101.8342771312734"
"183","","","","","","","","","","70.54217567076991","70.54217567076991","70.54217567076991"
"184","","","","","","","","","","52.80506127994528","52.80506127994528","52.80506127994528"
"185","","","","","","","","","","84.28371362168211","84.28371362168211","84.28371362168211"
"186","","","","","","","","","","67.04375918326808","67.04375918326808","67.04375918326808"
"187","","","","","","","","","","88.66754427368609","88.66754427368609","88.66754427368609"
"188","","","","","","","","","","88.97925133408052","88.97925133408052","88.97925133408052"
"189","","","","","","","","","","129.859083374705","129.859083374705","129.859083374705"
"190","","","","","","","","","","95.12114396514798","95.12114396514798","95.12114396514798"
"191","","","","","","","","","","63.95585761526017","63.95585761526017","63.95585761526017"
"192","","","","","","","","","","82.22505371686107","82.22505371686107","82.22505371686107"
"193","","","","","","","","","","87.23040299756252","87.23040299756252","87.23040299756252"
"194","","","","","","","","","","108.6713883322197","108.6713883322197","108.6713883322197"
"195","","","","","","","","","","98.77217051467667","98.77217051467667","98.77217051467667"
"196","","","","","","","","","","79.4273948416933","79.4273948416933","79.4273948416933"
"197","","","","","","","","","","104.88308155450504","104.88308155450504","104.88308155450504"
"198","","","","","","","","","","79.93406964843028","79.93406964843028","79.93406964843028"
"199","","","","","","","","","","95.0734891711138","95.0734891711138","95.0734891711138"
"200","","","","","","","","","","93.57744087890748","93.57744087890748","93.57744087890748"
