"Step","Group: 14_09_fixed_beta0.5against_0829_baseline - Training/alpha","Group: 14_09_fixed_beta0.5against_0829_baseline - Training/alpha__MIN","Group: 14_09_fixed_beta0.5against_0829_baseline - Training/alpha__MAX","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Training/alpha","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Training/alpha__MIN","Group: 14_09_fixed_beta0.1/adv_0.1/600/against_0829_baseline/0.995 - Training/alpha__MAX","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Training/alpha","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Training/alpha__MIN","Group: 09_09_fixed_beta0.9/adv_0.1/600/against_0829_baseline/0.995 - Training/alpha__MAX","Group: 10_09_continue0909 - Training/alpha","Group: 10_09_continue0909 - Training/alpha__MIN","Group: 10_09_continue0909 - Training/alpha__MAX"
"131","","","","","","","","","","0.031162934377789497","0.031162934377789497","0.031162934377789497"
"132","","","","","","","","","","0.031013013795018196","0.031013013795018196","0.031013013795018196"
"133","","","","","","","","","","0.030416227877140045","0.030416227877140045","0.030416227877140045"
"134","","","","","","","","","","0.03089786507189274","0.03089786507189274","0.03089786507189274"
"135","","","","","","","","","","0.030899006873369217","0.030899006873369217","0.030899006873369217"
"136","","","","","","","","","","0.030462827533483505","0.030462827533483505","0.030462827533483505"
"137","","","","","","","","","","0.03044525533914566","0.03044525533914566","0.03044525533914566"
"138","","","","","","","","","","0.03028765879571438","0.03028765879571438","0.03028765879571438"
"139","","","","","","","","","","0.030132966116070747","0.030132966116070747","0.030132966116070747"
"140","","","","","","","","","","0.02991262823343277","0.02991262823343277","0.02991262823343277"
"141","","","","","","","","","","0.029764173552393913","0.029764173552393913","0.029764173552393913"
"142","","","","","","","","","","0.029780009761452675","0.029780009761452675","0.029780009761452675"
"143","","","","","","","","","","0.029918912798166275","0.029918912798166275","0.029918912798166275"
"144","","","","","","","","","","0.029496006667613983","0.029496006667613983","0.029496006667613983"
"145","","","","","","","","","","0.029369736090302467","0.029369736090302467","0.029369736090302467"
"146","","","","","","","","","","0.029520073905587196","0.029520073905587196","0.029520073905587196"
"147","","","","","","","","","","0.029165172949433327","0.029165172949433327","0.029165172949433327"
"148","","","","","","","","","","0.02919875644147396","0.02919875644147396","0.02919875644147396"
"149","","","","","","","","","","0.029317300766706467","0.029317300766706467","0.029317300766706467"
"150","","","","","","","","","","0.02902163192629814","0.02902163192629814","0.02902163192629814"
"151","","","","","","","","","","0.02915056049823761","0.02915056049823761","0.02915056049823761"
"152","","","","","","","","","","0.0290564876049757","0.0290564876049757","0.0290564876049757"
"153","","","","","","","","","","0.02925591543316841","0.02925591543316841","0.02925591543316841"
"154","","","","","","","","","","0.02907106839120388","0.02907106839120388","0.02907106839120388"
"155","","","","","","","","","","0.029608380049467087","0.029608380049467087","0.029608380049467087"
"156","","","","","","","","","","0.02983086183667183","0.02983086183667183","0.02983086183667183"
"157","","","","","","","","","","0.029407130554318428","0.029407130554318428","0.029407130554318428"
"158","","","","","","","","","","0.02927500754594803","0.02927500754594803","0.02927500754594803"
"159","","","","","","","","","","0.029296239838004112","0.029296239838004112","0.029296239838004112"
"160","","","","","","","","","","0.029232971370220184","0.029232971370220184","0.029232971370220184"
"161","","","","","","","","","","0.02917366474866867","0.02917366474866867","0.02917366474866867"
"162","","","","","","","","","","0.029415188357234","0.029415188357234","0.029415188357234"
"163","","","","","","","","","","0.029586121439933777","0.029586121439933777","0.029586121439933777"
"164","","","","","","","","","","0.03014451265335083","0.03014451265335083","0.03014451265335083"
"165","","","","","","","","","","0.02999996393918991","0.02999996393918991","0.02999996393918991"
"166","","","","","","","","","","0.029812902212142944","0.029812902212142944","0.029812902212142944"
"167","","","","","","","","","","0.029846057295799255","0.029846057295799255","0.029846057295799255"
"168","","","","","","","","","","0.029726600274443626","0.029726600274443626","0.029726600274443626"
"169","","","","","","","","","","0.029597530141472816","0.029597530141472816","0.029597530141472816"
"170","","","","","","","","","","0.029917536303400993","0.029917536303400993","0.029917536303400993"
"171","","","","","","","","","","0.030569953843951225","0.030569953843951225","0.030569953843951225"
"172","","","","","","","","","","0.03072710894048214","0.03072710894048214","0.03072710894048214"
"173","","","","","","","","","","0.031017906963825226","0.031017906963825226","0.031017906963825226"
"174","","","","","","","","","","0.03226282075047493","0.03226282075047493","0.03226282075047493"
"175","","","","","","","","","","0.03348492830991745","0.03348492830991745","0.03348492830991745"
"176","","","","","","","","","","0.03347201272845268","0.03347201272845268","0.03347201272845268"
"177","","","","","","","","","","0.033810146152973175","0.033810146152973175","0.033810146152973175"
"178","","","","","","","","","","0.03448796644806862","0.03448796644806862","0.03448796644806862"
"179","","","","","","","","","","0.034419238567352295","0.034419238567352295","0.034419238567352295"
"180","","","","","","","","","","0.0351022370159626","0.0351022370159626","0.0351022370159626"
"181","","","","","","","","","","0.03540704771876335","0.03540704771876335","0.03540704771876335"
"182","","","","","","","","","","0.03527984768152237","0.03527984768152237","0.03527984768152237"
"183","","","","","","","","","","0.03503883257508278","0.03503883257508278","0.03503883257508278"
"184","","","","","","","","","","0.0352415069937706","0.0352415069937706","0.0352415069937706"
"185","","","","","","","","","","0.03556319326162338","0.03556319326162338","0.03556319326162338"
"186","","","","","","","","","","0.03576169162988663","0.03576169162988663","0.03576169162988663"
"187","","","","","","","","","","0.03533245250582695","0.03533245250582695","0.03533245250582695"
"188","","","","","","","","","","0.035685937851667404","0.035685937851667404","0.035685937851667404"
"189","","","","","","","","","","0.03575921058654785","0.03575921058654785","0.03575921058654785"
"190","","","","","","","","","","0.03537306934595108","0.03537306934595108","0.03537306934595108"
"191","","","","","","","","","","0.03499302268028259","0.03499302268028259","0.03499302268028259"
"192","","","","","","","","","","0.03450533002614975","0.03450533002614975","0.03450533002614975"
"193","","","","","","","","","","0.03400952368974686","0.03400952368974686","0.03400952368974686"
"194","","","","","","","","","","0.03412840515375137","0.03412840515375137","0.03412840515375137"
"195","","","","","","","","","","0.0347624197602272","0.0347624197602272","0.0347624197602272"
"196","","","","","","","","","","0.03521100431680679","0.03521100431680679","0.03521100431680679"
"197","","","","","","","","","","0.03547334298491478","0.03547334298491478","0.03547334298491478"
"198","","","","","","","","","","0.0353412963449955","0.0353412963449955","0.0353412963449955"
"199","","","","","","","","","","0.03539701923727989","0.03539701923727989","0.03539701923727989"
"200","","","","","","","","","","0.03581614047288895","0.03581614047288895","0.03581614047288895"
